,index,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,PavedDrive,SaleCondition,Electrical,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,GarageArea,GarageCars,BsmtHalfBath,BsmtFullBath,MasVnrArea,GarageYrBlt,LotFrontage,SaleType,Exterior1st,Exterior2nd,KitchenQual,Utilities,Functional,MSZoning,MasVnrType,BsmtFinType1,BsmtFinType2,BsmtExposure,BsmtQual,BsmtCond,GarageType,GarageFinish,GarageQual,GarageCond,FireplaceQu
1355,1356,80,10192,7,6,1968,1992,1222,698,0,1920,3,0,4,1,8,1,0,98,0,0,0,0,0,9,2006,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,Y,Normal,SBrkr,0.0,0.0,570.0,570.0,487.0,2.0,0.0,0.0,143.0,1968.0,102.0,WD,MetalSd,MetalSd,Gd,AllPub,Typ,RL,BrkFace,Unf,Unf,No,TA,TA,Attchd,RFn,TA,TA,TA
1356,1357,20,9477,5,5,1966,1966,892,0,0,892,1,0,3,1,5,0,0,0,0,0,0,0,0,10,2008,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,340.0,0.0,524.0,864.0,264.0,1.0,0.0,0.0,65.0,1966.0,78.3798828125,WD,HdBoard,HdBoard,TA,AllPub,Typ,RL,BrkFace,Rec,Unf,No,TA,TA,Attchd,RFn,TA,TA,Gd
1357,1358,20,12537,5,6,1971,2008,1078,0,0,1078,1,1,3,1,6,1,0,0,0,0,0,0,0,4,2010,Pave,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,734.0,0.0,344.0,1078.0,500.0,2.0,0.0,1.0,0.0,1971.0,59.08327865600586,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,No,TA,TA,Attchd,Fin,TA,TA,Fa
1358,1359,160,2117,6,5,2000,2000,769,804,0,1573,2,1,3,1,5,0,0,32,0,0,0,0,0,6,2010,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,378.0,0.0,378.0,756.0,440.0,2.0,0.0,0.0,216.0,2000.0,23.81478309631348,WD,MetalSd,MetalSd,Gd,AllPub,Typ,FV,BrkFace,GLQ,Unf,No,Gd,TA,Detchd,Unf,TA,TA,Gd
1359,1360,20,16737,9,5,2004,2005,1980,0,0,1980,2,0,3,1,8,1,194,45,0,0,0,0,0,9,2006,Pave,Reg,Lvl,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1447.0,0.0,533.0,1980.0,770.0,3.0,0.0,1.0,66.0,2004.0,129.0,WD,VinylSd,VinylSd,Ex,AllPub,Typ,RL,BrkFace,GLQ,Unf,Av,Ex,TA,Attchd,Fin,TA,TA,Gd
1360,1361,70,9842,5,6,1921,1998,990,1611,0,2601,3,1,4,1,8,0,183,0,301,0,0,0,0,5,2008,Pave,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,Gable,CompShg,TA,TA,BrkTil,GasA,Ex,Y,Y,Normal,SBrkr,0.0,0.0,612.0,612.0,621.0,2.0,0.0,0.0,0.0,1998.0,51.0,WD,MetalSd,Wd Sdng,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,Fa,BuiltIn,RFn,TA,TA,Gd
1361,1362,20,16158,7,5,2005,2005,1530,0,0,1530,2,0,3,1,7,1,168,36,0,0,0,0,0,6,2009,Pave,IR1,Low,Inside,Mod,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1274.0,0.0,256.0,1530.0,430.0,2.0,0.0,1.0,16.0,2005.0,124.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,Stone,ALQ,Unf,Av,Ex,TA,Attchd,Fin,TA,TA,Gd
1362,1363,50,12513,4,4,1920,2007,1281,457,0,1738,2,0,4,1,7,1,55,0,0,0,0,0,0,6,2009,Pave,IR1,Lvl,FR2,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,TA,Gd,BrkTil,GasA,Gd,Y,Y,Normal,SBrkr,0.0,0.0,715.0,715.0,368.0,1.0,0.0,0.0,0.0,1920.0,78.52359771728516,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,Fa,Attchd,Unf,TA,TA,Gd
1363,1364,60,8499,6,5,2006,2007,616,796,0,1412,2,1,3,1,6,1,0,36,0,0,0,0,0,3,2007,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,Y,Partial,SBrkr,0.0,0.0,616.0,616.0,432.0,2.0,0.0,0.0,0.0,2007.0,73.0,New,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,Unf,Unf,No,Gd,TA,BuiltIn,Fin,TA,TA,Gd
1364,1365,160,3180,7,5,2005,2005,520,600,80,1200,2,1,2,1,4,0,0,166,0,0,0,0,0,4,2006,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Abnorml,SBrkr,0.0,0.0,600.0,600.0,480.0,2.0,0.0,0.0,0.0,2005.0,30.0,WD,MetalSd,MetalSd,Gd,AllPub,Typ,FV,None,Unf,Unf,No,Gd,TA,Detchd,RFn,TA,TA,Gd
1365,1366,60,7500,7,5,2000,2000,814,860,0,1674,2,1,3,1,7,0,0,96,0,0,0,0,0,1,2010,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,533.0,0.0,281.0,814.0,663.0,2.0,0.0,1.0,0.0,2000.0,64.09946441650389,WD,VinylSd,VinylSd,Gd,AllPub,Typ,FV,None,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
1366,1367,60,9179,7,5,1999,1999,882,908,0,1790,2,1,3,1,7,0,0,88,0,0,0,0,0,6,2008,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Abnorml,SBrkr,633.0,0.0,240.0,873.0,588.0,2.0,0.0,1.0,158.0,1999.0,68.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
1367,1368,160,2665,5,6,1977,1977,925,550,0,1475,2,0,4,1,6,1,104,26,0,0,0,0,0,7,2006,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,548.0,173.0,36.0,757.0,336.0,1.0,0.0,0.0,0.0,1977.0,41.0,WD,CemntBd,CmentBd,TA,AllPub,Typ,RM,None,ALQ,Rec,No,TA,TA,Attchd,RFn,TA,TA,TA
1368,1369,120,4435,6,5,2003,2004,848,0,0,848,1,0,1,1,4,0,140,0,0,0,0,0,0,6,2009,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,685.0,0.0,163.0,848.0,420.0,2.0,0.0,1.0,170.0,2003.0,38.62833786010742,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RM,BrkFace,GLQ,Unf,Av,Gd,TA,Attchd,Fin,TA,TA,Gd
1369,1370,20,10635,8,5,2003,2003,1668,0,0,1668,2,0,3,1,8,1,0,262,0,0,0,0,0,5,2010,Pave,IR2,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,370.0,972.0,315.0,1657.0,502.0,2.0,0.0,1.0,171.0,2003.0,48.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,BLQ,GLQ,Av,Gd,TA,Attchd,Fin,TA,TA,TA
1370,1371,50,5400,4,6,1920,1950,840,534,0,1374,1,0,2,1,6,0,0,0,198,0,0,0,0,10,2009,Pave,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Fa,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,315.0,105.0,420.0,840.0,338.0,1.0,0.0,0.0,0.0,1967.0,90.0,WD,CBlock,CBlock,TA,AllPub,Typ,RL,None,ALQ,Rec,No,TA,TA,Detchd,Fin,TA,TA,Gd
1371,1372,80,9600,6,6,1955,1996,1661,0,0,1661,1,0,3,1,8,1,0,28,0,0,178,0,0,10,2008,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,TA,TA,CBlock,GasA,Gd,Y,Y,Normal,SBrkr,831.0,0.0,161.0,992.0,377.0,1.0,0.0,1.0,0.0,1955.0,80.0,WD,AsbShng,AsbShng,Gd,AllPub,Typ,RL,None,BLQ,Unf,Av,TA,TA,BuiltIn,RFn,TA,TA,TA
1372,1373,60,9750,7,6,1998,1998,1108,989,0,2097,2,1,3,1,8,1,253,170,0,0,0,0,0,6,2006,Pave,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,975.0,0.0,133.0,1108.0,583.0,2.0,0.0,1.0,0.0,1998.0,75.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,GLQ,Unf,Av,Gd,TA,Detchd,RFn,TA,TA,TA
1373,1374,20,11400,10,5,2001,2002,2633,0,0,2633,2,1,2,1,8,2,314,140,0,0,0,0,0,3,2007,Pave,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1282.0,0.0,1351.0,2633.0,804.0,3.0,0.0,1.0,705.0,2001.0,95.0451202392578,WD,VinylSd,VinylSd,Ex,AllPub,Typ,RL,BrkFace,GLQ,Unf,Gd,Ex,TA,Attchd,RFn,TA,TA,Gd
1374,1375,60,10625,7,5,2005,2005,1026,932,0,1958,2,1,3,1,9,1,154,210,0,0,0,0,0,7,2008,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,0.0,0.0,1026.0,1026.0,936.0,3.0,0.0,0.0,0.0,2005.0,85.0,WD,CemntBd,CmentBd,Gd,AllPub,Typ,FV,None,Unf,Unf,No,Gd,TA,Attchd,Fin,TA,TA,Gd
1375,1376,20,10991,8,5,2007,2007,1571,0,0,1571,2,0,3,1,7,1,100,36,0,0,0,0,0,12,2007,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Partial,SBrkr,0.0,0.0,1571.0,1571.0,722.0,3.0,0.0,0.0,80.0,2007.0,89.0,New,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,Unf,Unf,Gd,Gd,TA,Attchd,Fin,TA,TA,Gd
1376,1377,30,6292,6,5,1930,1950,790,0,0,790,1,0,2,1,4,0,0,141,0,0,0,0,0,4,2008,Pave,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,BrkTil,GasA,TA,N,Y,Normal,SBrkr,384.0,0.0,384.0,768.0,160.0,1.0,0.0,0.0,0.0,1925.0,52.0,WD,Wd Sdng,Wd Sdng,TA,AllPub,Typ,RL,None,Rec,Unf,Mn,Gd,TA,Detchd,Unf,Fa,TA,Gd
1377,1378,50,10998,5,5,1941,1960,984,620,0,1604,2,0,3,1,6,0,0,68,0,0,0,0,0,7,2009,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,408.0,420.0,156.0,984.0,660.0,2.0,0.0,0.0,0.0,1977.0,60.0,WD,Wd Sdng,Wd Sdng,TA,AllPub,Min2,RL,None,LwQ,BLQ,No,TA,TA,Detchd,Unf,TA,TA,Gd
1378,1379,160,1953,6,5,1973,1973,483,504,0,987,1,1,2,1,5,0,72,0,0,0,0,0,0,6,2006,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,309.0,0.0,174.0,483.0,264.0,1.0,0.0,0.0,408.0,1973.0,21.0,WD,HdBoard,HdBoard,TA,AllPub,Typ,RM,BrkFace,BLQ,Unf,No,TA,Fa,Detchd,Unf,TA,TA,Gd
1379,1380,80,9735,5,5,2006,2007,754,640,0,1394,2,1,3,1,7,0,100,0,0,0,0,0,0,5,2008,Pave,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,Y,Normal,SBrkr,0.0,0.0,384.0,384.0,400.0,2.0,0.0,0.0,0.0,2007.0,73.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,Unf,Unf,No,Gd,TA,BuiltIn,Fin,TA,TA,Gd
1380,1381,30,8212,3,3,1914,1950,864,0,0,864,1,0,2,1,5,0,0,0,96,0,0,0,0,6,2010,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,Fa,BrkTil,GasA,TA,N,Y,Normal,FuseF,203.0,0.0,661.0,864.0,200.0,1.0,0.0,1.0,0.0,1938.0,45.0,WD,Stucco,Stucco,TA,AllPub,Typ,RL,None,Rec,Unf,No,TA,Fa,Detchd,Unf,TA,Fa,Gd
1381,1382,20,12925,6,7,1970,1970,2117,0,0,2117,2,1,4,1,7,2,0,42,0,0,0,0,0,5,2008,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,865.0,0.0,340.0,1205.0,550.0,2.0,0.0,0.0,0.0,1970.0,97.52526092529295,WD,BrkFace,Plywood,TA,AllPub,Typ,RL,None,BLQ,Unf,Mn,TA,TA,Attchd,Fin,TA,TA,Gd
1382,1383,70,7200,7,7,1920,1950,998,764,0,1762,1,1,4,1,8,0,36,0,221,0,0,0,0,10,2006,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Hip,CompShg,TA,TA,BrkTil,GasA,Ex,Y,N,Normal,SBrkr,0.0,0.0,596.0,596.0,576.0,2.0,0.0,1.0,0.0,1989.0,60.0,WD,Wd Sdng,Wd Sdng,Gd,AllPub,Typ,RM,None,Unf,Unf,No,Fa,TA,Detchd,Unf,TA,TA,Gd
1383,1384,30,25339,5,7,1918,2007,1416,0,0,1416,2,0,3,1,7,0,0,0,112,0,0,0,0,8,2007,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,Gd,BrkTil,GasA,Ex,Y,N,Normal,SBrkr,0.0,0.0,816.0,816.0,576.0,2.0,0.0,0.0,0.0,2007.0,124.32513427734376,WD,Wd Sdng,Wd Sdng,Gd,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
1384,1385,50,9060,6,5,1939,1950,698,560,0,1258,1,0,2,1,6,0,0,0,0,0,0,0,0,10,2009,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,TA,TA,BrkTil,GasA,TA,Y,P,Normal,SBrkr,204.0,0.0,356.0,560.0,280.0,1.0,0.0,0.0,0.0,1939.0,60.0,WD,WdShing,Wd Shng,TA,AllPub,Typ,RL,None,Rec,Unf,Mn,TA,TA,Detchd,Unf,TA,TA,Gd
1385,1386,50,5436,4,8,1922,2007,796,358,0,1154,1,0,3,1,7,0,0,96,0,0,0,0,0,5,2010,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,TA,Gd,BrkTil,GasA,Gd,Y,N,Normal,SBrkr,735.0,0.0,61.0,796.0,240.0,1.0,0.0,1.0,0.0,1922.0,40.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RM,None,BLQ,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
1386,1387,60,16692,7,5,1978,1978,1392,1392,0,2784,3,1,5,1,12,2,0,112,0,0,440,519,2000,7,2006,Pave,IR1,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,790.0,469.0,133.0,1392.0,564.0,2.0,0.0,1.0,184.0,1978.0,80.0,WD,Plywood,Plywood,Gd,AllPub,Typ,RL,BrkFace,BLQ,LwQ,No,Gd,TA,Attchd,RFn,TA,TA,TA
1387,1388,50,8520,6,7,1916,1950,1664,862,0,2526,2,0,5,1,10,1,88,15,0,0,0,0,0,8,2007,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,TA,Gd,BrkTil,GasW,TA,N,Y,Family,SBrkr,168.0,546.0,0.0,714.0,216.0,1.0,0.0,0.0,0.0,1916.0,60.0,CWD,Stucco,Stucco,Gd,AllPub,Typ,RM,None,Rec,LwQ,No,TA,TA,Detchd,Unf,TA,TA,Gd
1388,1389,20,14892,9,5,2006,2007,1746,0,0,1746,2,0,3,1,7,2,201,39,0,0,0,0,0,10,2009,Pave,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,Ex,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1320.0,0.0,426.0,1746.0,758.0,3.0,0.0,1.0,160.0,2006.0,42.0,WD,VinylSd,VinylSd,Ex,AllPub,Typ,RL,Stone,GLQ,Unf,Gd,Ex,TA,Attchd,Fin,TA,TA,Gd
1389,1390,50,6000,6,6,1941,1950,869,349,0,1218,1,0,3,1,6,1,0,0,0,0,0,0,0,3,2007,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,TA,Gd,BrkTil,GasA,Ex,Y,Y,Normal,SBrkr,375.0,0.0,360.0,735.0,440.0,2.0,1.0,0.0,0.0,2003.0,60.0,WD,Wd Sdng,Wd Sdng,TA,AllPub,Typ,RM,None,ALQ,Unf,No,TA,Gd,Detchd,Unf,TA,TA,Gd
1390,1391,20,9100,7,5,2000,2000,1525,0,0,1525,2,0,3,1,6,0,219,36,0,0,0,0,0,9,2006,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1400.0,0.0,125.0,1525.0,541.0,2.0,0.0,1.0,244.0,2000.0,70.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,GLQ,Unf,Av,Gd,TA,Attchd,RFn,TA,TA,Gd
1391,1392,90,8944,5,5,1967,1967,1584,0,0,1584,2,0,4,2,8,0,0,152,0,0,0,0,0,4,2009,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,0.0,0.0,1584.0,1584.0,792.0,3.0,0.0,0.0,0.0,1967.0,65.0,WD,Plywood,Plywood,TA,AllPub,Mod,RL,None,Unf,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
1392,1393,85,7838,5,5,1967,1967,900,0,0,900,1,0,3,1,6,1,175,144,0,0,0,0,0,12,2006,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,769.0,0.0,95.0,864.0,288.0,1.0,0.0,1.0,0.0,1967.0,68.0,WD,HdBoard,HdBoard,TA,AllPub,Typ,RL,None,ALQ,Unf,Av,TA,TA,Attchd,RFn,TA,TA,Po
1393,1394,190,10800,6,7,1905,2000,1221,691,0,1912,2,0,3,2,7,1,0,25,212,0,0,0,0,4,2008,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,TA,TA,BrkTil,GasA,Ex,N,Y,Normal,SBrkr,0.0,0.0,482.0,482.0,672.0,2.0,0.0,0.0,0.0,2003.0,60.0,WD,Wd Sdng,Wd Sdng,TA,AllPub,Typ,RM,None,Unf,Unf,No,Fa,TA,Detchd,Unf,Gd,TA,TA
1394,1395,120,4045,7,5,2006,2006,1500,0,0,1500,2,0,2,1,6,1,161,20,0,0,0,0,0,10,2006,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Partial,SBrkr,1070.0,0.0,286.0,1356.0,648.0,3.0,0.0,1.0,45.0,2006.0,53.0,New,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,GLQ,Unf,Av,Gd,TA,Attchd,Fin,TA,TA,Gd
1395,1396,60,12665,8,5,2005,2006,1133,1349,0,2482,2,1,4,1,9,1,144,39,0,0,0,0,0,2,2007,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,0.0,0.0,1094.0,1094.0,642.0,3.0,0.0,0.0,245.0,2005.0,88.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,Unf,Unf,Gd,Gd,Gd,BuiltIn,Fin,TA,TA,Gd
1396,1397,20,57200,5,5,1948,1950,1687,0,0,1687,1,0,3,1,7,2,0,0,50,0,0,0,0,6,2010,Pave,IR1,Bnk,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,N,Normal,SBrkr,353.0,334.0,60.0,747.0,572.0,2.0,0.0,1.0,0.0,1966.0,100.8597412109375,WD,Wd Sdng,Wd Sdng,TA,AllPub,Min1,RL,None,BLQ,Rec,Av,TA,TA,Detchd,Unf,TA,TA,TA
1397,1398,70,6120,5,8,1920,2004,939,574,0,1513,1,1,4,1,8,0,24,0,150,0,0,0,0,5,2007,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,TA,BrkTil,GasA,Ex,Y,N,Normal,SBrkr,0.0,0.0,939.0,939.0,180.0,1.0,0.0,0.0,0.0,1933.0,51.0,WD,MetalSd,MetalSd,TA,AllPub,Typ,RM,None,Unf,Unf,Mn,TA,TA,Detchd,Unf,Fa,Fa,Gd
1398,1399,50,7200,5,4,1950,1982,1136,768,0,1904,1,1,3,1,7,0,0,0,168,0,0,0,0,5,2009,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,Y,Normal,FuseA,180.0,352.0,676.0,1208.0,240.0,1.0,0.0,1.0,0.0,1950.0,60.0,WD,VinylSd,Wd Sdng,TA,AllPub,Min1,RL,None,Rec,BLQ,No,TA,TA,Attchd,Unf,TA,TA,Gd
1399,1400,50,6171,6,6,1925,1990,1160,448,0,1608,2,1,3,1,7,1,147,16,0,0,0,0,0,10,2009,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,TA,TA,BrkTil,GasA,Ex,Y,Y,Normal,SBrkr,264.0,0.0,712.0,976.0,216.0,1.0,0.0,0.0,0.0,1925.0,51.0,WD,WdShing,Wd Shng,Gd,AllPub,Typ,RL,None,BLQ,Unf,No,TA,TA,Detchd,Unf,Fa,TA,Gd
1400,1401,50,6000,6,7,1929,1950,950,208,0,1158,1,0,3,1,5,1,0,0,112,0,0,0,0,7,2008,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,TA,TA,BrkTil,GasA,TA,Y,Y,Normal,SBrkr,0.0,0.0,862.0,862.0,208.0,1.0,0.0,0.0,0.0,1929.0,50.0,WD,WdShing,Wd Shng,TA,AllPub,Typ,RM,None,Unf,Unf,No,TA,TA,BuiltIn,RFn,TA,TA,Gd
1401,1402,60,7415,6,5,2004,2004,864,729,0,1593,2,1,3,1,8,1,100,75,0,0,0,0,0,4,2008,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,759.0,0.0,80.0,839.0,398.0,2.0,0.0,1.0,0.0,2004.0,62.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,No,TA,TA,Attchd,Fin,TA,TA,TA
1402,1403,20,6762,7,5,2006,2006,1294,0,0,1294,2,0,2,1,6,1,168,55,0,0,0,0,0,7,2006,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Partial,SBrkr,0.0,0.0,1286.0,1286.0,662.0,2.0,0.0,0.0,0.0,2006.0,64.0,New,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,Unf,Unf,Av,Gd,Gd,Attchd,RFn,TA,TA,Gd
1403,1404,20,15256,8,5,2007,2007,1464,0,0,1464,2,0,3,1,6,0,168,160,0,0,0,0,0,8,2007,Pave,IR1,Lvl,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,929.0,0.0,556.0,1485.0,754.0,3.0,0.0,1.0,84.0,2007.0,49.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,Stone,GLQ,Unf,Gd,Gd,TA,Attchd,Unf,TA,TA,Gd
1404,1405,50,10410,3,4,1915,1950,694,520,0,1214,1,0,3,1,6,0,216,0,160,0,0,0,0,1,2006,Pave,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,TA,TA,PConc,GasA,TA,Y,Y,Family,SBrkr,0.0,0.0,672.0,672.0,936.0,3.0,0.0,0.0,0.0,1998.0,60.0,WD,Wd Sdng,Wd Sdng,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
